id,text,classification,type_of_antisemitism,image_url,is_antisemitic,predicted_type,cos_is_antisemitic,cos_predicted_type
1.292503232409829e+18,"When, in the end, they all feed at the same trough, it Does NOT matter. The US Imperialist Zionist System has been captured by a Foreign Agent for decades plus, so it's just a question of which one of these lovely ladies will be their messenger.",1,0.0,https://pbs.twimg.com/media/Ee_kmzmUcAES5zg.png,1,0,1,0
1.293286054418477e+18,"Lord, help us, two #Zionists.",1,0.0,https://pbs.twimg.com/media/EfKszv6UwAAiREa.png,1,0,1,0
1.292878093938565e+18,Zionists don't want you to rebel.  Zionists don't want you to resist. Zionists don't want you to #BDS.  They want you to do one thing:,1,0.0,https://pbs.twimg.com/media/EfE5xlQWkAAEpQx.jpg,1,0,1,0
1.2933593797193687e+18,"We didn't fail because we're useless and our ideology is incoherent, it-- IT WAS THE JEWS' FAULT",1,3.0,https://pbs.twimg.com/media/EfLvdZ5XYAEUMiP.jpg,1,2,1,2
1.2932428709006254e+18,"Once everyone’s folder is open about political songs by Orthodox Jews about presidential races, please remember to include this Miami Boys Choir song about President Jimmy Carter in your think-pieces, letters to the editor, op-eds, and rap responses.",0,,https://pbs.twimg.com/media/EfKFiQcWkAYZy9h.jpg,0,2,0,2
1.29324457006771e+18,Israel is a racist Apartheid with it's segregated roads.,0,,https://pbs.twimg.com/media/EfKHFM2WsAEHlAI.jpg,1,0,1,0
1.2765100855361536e+18,"Eliza loved the story and activities for Zog the Dragon. She pretended she was at dragon school at the park.  She practiced flying on the fast roundabout, slide and swings. She practiced breathing fire down the giant harmonica and jumped in her paddling pool to put the fire out!",0,,https://pbs.twimg.com/media/EbcTJOAWkAI_aPi.jpg,0,0,0,0
1.2933317862573097e+18,"Alan Zimmerman, president of Congregation Beth Israel in #Charlottesville, described that day as Nazis and white supremacists marched past their synagogue – &amp; the righteous who stood with them.",0,,https://pbs.twimg.com/media/EfLVqZcWsAImnvJ.png,0,0,0,0
1.2761621911887913e+18,"Happy, sunny fun in Red bubble today. We’ve been learning about Zog, dragons and wings this week. After looking at lots of animals and objects with wings we designed our own pair of dragon wings. We can’t wait to make them tomorrow! 🦋🦇🐝✈️",0,,https://pbs.twimg.com/media/EbXWvVUXQAAvCc8.jpg,0,0,0,0
1.277758647775314e+18,today!! Always brings so much love and happiness to me and everyone he connects with!!,0,,https://pbs.twimg.com/media/EbuCt0kWAAc99UT.jpg,0,0,0,0
1.293360721590354e+18,No news on THAT from the fake Jewish disguised as Zionist media?,1,3.0,https://pbs.twimg.com/media/EfLwuKEXsAU--EP.jpg,1,1,1,1
1.2933602478396416e+18,"""'No,' says the man in Washington, 'it belongs to the Jews.'"" ",1,0.0,https://pbs.twimg.com/media/EfLwQJqWsAIAGw9.jpg,1,2,1,2
1.2932468169983713e+18,Read what these #Israeli Ministers say &amp; have a good look at them. They are #Zionist #CRIMINAL #racist #colonisers occupying ILLEGAL settlements in #Palestine who do not believe in Human Rights &amp; are NOT the #ChosenPeople. In fact they are IMPOSTERS who are OPPOSITE to #TrueJews.,1,0.0,https://pbs.twimg.com/media/EfKJH7aXoAEngni.jpg,1,0,1,0
1.2933343920693944e+18,Global phenomena (Whiteness)  1. Supremacy  2. Legacies  3. Privileges   ( Holocaust - Zionists Fake Jewish - were reimbursed )  Africans?????????????? 400 years till date.,1,3.0,https://pbs.twimg.com/media/EfLYxnPXoAArsPq.jpg,1,0,1,0
1.2861497905106248e+18,Even better,0,,https://pbs.twimg.com/media/EdlSauDUEAIQrK0.jpg,1,1,1,1
1.293222897599877e+18,"Pogrund believes that Palestinians don't have it as bad as Black South Africans did, yet virtually every single Black veteran of their struggle who's visited Israel-Palestine have come away saying Israeli Apartheid is far worse than South Africa ever was.",0,,https://pbs.twimg.com/media/EfJzW87XgAABxsP.jpg,1,0,1,0
1.2932917473222328e+18,"It's no ""coincidence"" it's the ish of a Jew Hasatan and his demons doing his evil bidding. Job 9:24 The Earth is given into the hand of the wicked: he cover the faces of THE JUDGES thereof; if not, where, and who is he? #KNOWYOURENEMY  #BROTHERHOODOFDARKNESS #SISTERHOODOFDARKNESS ",1,2.0,https://pbs.twimg.com/media/EfKxdelXoAItijc.jpg,1,2,1,2
1.277623627337347e+18,"Zog.. a favourite of Amelia’s, we read together and Amelia has come up with some things about Zog 🐲",0,,https://pbs.twimg.com/media/EbsH6dsXQAoIbeS.jpg,0,0,0,0
1.293215511019307e+18,"Delusions of grandeur and expansion. Sure. In comparison, Israel is the size of Slovenia and half desert, hardly an empire, just a part of the historic Land of Israel. The land stolen from MENA Jews alone was twice this size.",0,,https://pbs.twimg.com/media/EfJspv7UEAAfg-3.jpg,0,2,0,2
1.2848663218601329e+18,I've got Zog in storage in a cupboard. He's in a really sad shape also. Another one for the restoration list...,0,,https://pbs.twimg.com/media/EdTC-UFWAAAkzQH.jpg,0,0,0,0
1.2925276707653015e+18,Mr double faced Amhara extremist you didn't have problem when the PMO run የኔ campaign but ኬኛ the legitimate claim of Oromo ownership is አሾህ for you. To me  you are no different than Zionist who took the land of palestinian by force You are behind the call for religious war,1,0.0,https://pbs.twimg.com/media/Ee_7EQtUMAApHxf.jpg,1,0,1,0
1.2929290752631767e+18,"graduate Seth Uzman bizarrely stated that early-Zionist fighting troops ""maintained ties with the Nazis and in some cases carried out operations on their behalf during the Second World War."" #ConspiracyTheories ",1,0.0,https://pbs.twimg.com/media/EfFoJHzXoAQUE33.jpg,1,0,1,0
1.293186217127764e+18,prob don't have it in israel,0,,https://pbs.twimg.com/media/EfJR-eJVAAAfW_I.jpg,0,0,0,0
1.2932832169424443e+18,"..music without checking the song to buy coffee, followed by the cashier telling me about a red bull offer i can redeem with my receipt. i then see the 5s @taylorswift13, followed by telling the cashier about the RB-heir news..and JEW just sang ""we're lowering the standards"" at.. ",0,,https://pbs.twimg.com/media/EfKqOKIUMAAqYbd.jpg,0,2,0,2
1.2776251546973962e+18,how to trick a monkey,0,,https://pbs.twimg.com/media/EbsJQk9X0AEDN0u.png,0,0,0,0
1.2932572240816128e+18,The lyrics 🇺🇸,0,,https://pbs.twimg.com/media/EfKSlpWXYAIp29u.jpg,1,0,1,0
1.2911150543483372e+18,Tiring...,0,,https://pbs.twimg.com/media/Eer2Sb0WkAIOltY.jpg,0,0,0,0
1.2931037675298895e+18,TheVariant: Japan arrests critics of Israel. Why isn't Dawson arrested.  Me: Huhh???,0,,https://pbs.twimg.com/media/EfIHAwfXkAIdI3t.png,0,0,0,0
1.2932492673610793e+18,It is a matter of who controls the world US lost &amp; impossible to revoke that 1.5 billion population of China synchronized &amp; under control while America is obsessed with israel All their policies to serve zionist project They lost,1,0.0,https://pbs.twimg.com/media/EfKLMUxXYAEwRRe.jpg,1,0,1,0
1.2928406500822671e+18,,1,0.0,https://pbs.twimg.com/media/EfEXKsSWoAEuefb.png,1,0,1,0
1.293195401319846e+18,Since 1776 this Genocide is happening &amp; has NOT STOPPED YET😭. In Palestine the Zionists have been doing this for decades NO ONE has batted an eyelid to BOTH ATROCITIES. The UN-UNITED STATES of AMERICA GIVE BILLIONS to Israel from US TAX PAYERS. Do you see the LINK?SHAME ON USA🤮,1,0.0,https://pbs.twimg.com/media/EfJaXSsXsAErT4c.jpg,1,0,1,0
1.2909837191557527e+18,Apparently 30%+/- 😱!! That's 3 out of every 10 people you see...,0,,https://pbs.twimg.com/media/Eep-2cbXgAAOOjT.jpg,0,1,0,1
1.2761540297400402e+18,"In Cherries, our White Rose maths has been about Zog the dragon this week. Today we told subtraction stories about the dragons flying away.",0,,https://pbs.twimg.com/media/EbXPUm5WAAE7Bl4.jpg,0,0,0,0
1.275832948961534e+18,We had a delivery today that included Zog 💙🌈,0,,https://pbs.twimg.com/media/EbSrTZ8WoAAalXB.jpg,0,0,0,0
1.2918011989584364e+18,Subbed and rated,0,,https://pbs.twimg.com/media/Ee1mV5UX0AM5VaI.jpg,0,0,0,0
1.2911055994055557e+18,No doubt....and proud of it 🤬,0,,https://pbs.twimg.com/media/EertsyEXYAEFfIm.jpg,0,0,0,0
1.2910837486293443e+18,"The issue isn't who gets there first, the issue is realizing two cars can fit through at the same time.",0,,https://pbs.twimg.com/media/EerZ0UUUwAA012P.jpg,0,2,0,2
1.2932892790331392e+18,"Haha, yes! It's always ""anti-semitism"".  #JewishPrivilege #Jews #Jewish #Jew #Antisemitism ",1,3.0,https://pbs.twimg.com/media/EfKvvrjWkAcokHM.jpg,0,2,0,2
1.2852253221836308e+18,"Fuck you on about, Zog I looks pretty based",1,0.0,https://pbs.twimg.com/media/EdYJinlWoAAErKF.jpg,0,0,0,0
1.2930241625382339e+18,It would help the price of gas... And promote sanity.... Never gonna happen 🤬,0,,https://pbs.twimg.com/media/EfG-n2_WsAEKA2A.jpg,0,2,0,2
1.292255657706639e+18,We support the homeless poor people of the USA because the trillions of USA taxpayers dollars money are being wasted in Zionists endless useless senseless wars against Muslims countries and Muslims around the world especially in the Middle East and North Africa.,1,0.0,https://pbs.twimg.com/media/Ee8Dqr7XsAEFm52.jpg,1,0,1,0
1.2758630351570616e+18,The children in Reception Class are continuing their learning through the story ‘Zog’ by Julia Donaldson. Everyone has had great fun today making their very own dragon eggs!,0,,https://pbs.twimg.com/media/EbTGqlPXkAIjC17.jpg,0,1,0,1
1.2924228921778094e+18,this  criminals Kurdish gangsters in north east Syria  plotting  looting-Syrian people oil  field supported by american oil companies belong to trump regime and his sun in low the  Jewish  zionists Kurdish come from Azerbaijan  to Syria to divide Syria and establish Kurdish state,1,0.0,https://pbs.twimg.com/media/Ee-a6vxXsAEFcWx.jpg,1,0,1,0
1.29290916399616e+18,why is the uglee zionist trending??,0,,https://pbs.twimg.com/media/EfFWB-qWAAAQbbH.jpg,1,0,1,0
1.2823326577503355e+18,"Thanks for following up on it MCL, ""let's run it again later"" ""oh yea absolutely"" now I can say fuck them to both 😂 #teamben ",0,,https://pbs.twimg.com/media/EcvCwPGXYAcOmh3.jpg,0,0,0,0
1.2928757028412457e+18,The American people know your enemy. The American government obeys the orders of the Zionist Jews like a puppet. The Iranian people support you #BlackLivesMatter,1,0.0,https://pbs.twimg.com/media/EfE3mSVXkAEdZn6.jpg,1,0,1,0
1.2932498341164073e+18,this feature sucks how do i harass zionists now,0,,https://pbs.twimg.com/media/EfKL3bXXkAM44Es.jpg,1,0,1,0
1.275733250552496e+18,Can you make a forest princess or knight? #zog #whiterosehub #crosscurricular #getoutside #wcpsoutdoorlearning #forestschool #getcreative #makinglinks 🌸🌿🌱,0,,https://pbs.twimg.com/media/EbRQm_jXsAAe79h.jpg,0,0,0,0
1.2931566187634688e+18,"Investigate the libel blaming Israeli police exchanges for police abuse. Jews in Durham,NC were accused of being “white supremacists”,”terrorists”, “Synagogue of Satan”.A city council orchestrated a campaign to demonize,delegitimize &amp; hold Israel to a double standard.",0,,https://pbs.twimg.com/media/EfI3FvxWkAAOVNu.jpg,0,2,0,2
1.2928726373084365e+18,Medieval stargate? Or abbey ruin?,0,,https://pbs.twimg.com/media/EfE0z4JWkAkrhMn.jpg,0,0,0,0
1.2932190872969787e+18,Women for Trump makes as much sense as - Jews for Hitler - Superman for Kryptonite - Lungs for Cigarettes - Little Pigs for the Big Bad Wolf - Cockroaches for Raid - Smart for Stupid,0,,https://pbs.twimg.com/media/EfJv5zQWsAAFRm0.jpg,1,2,1,2
1.2923129482333798e+18,Gay terf who's also a Zionist. MESSY.,1,3.0,https://pbs.twimg.com/media/Ee83xyqXsAEoD7R.jpg,1,0,1,0
1.2933547247337964e+18,Pajeet spotted. 😂😂😂 Is slave mentality in their genes??  Sucking upto Israel a Zionist apartheid terrorist state.,1,0.0,https://pbs.twimg.com/media/EfLrO-BU8AAHOu3.jpg,1,0,1,0
1.2931845264331284e+18,"Symbolizing the motherlode of bad ideas from praising the murderers of Jews to spreading lies about police exchanges. This is Tlaib,Sarsour, Omar.They are the chief promulgators of Jew hate in US.Bernie’s Vichyness endangers his Jewish brethren.Toss them out permanently. #JewHate",0,,https://pbs.twimg.com/media/EfJQd2AVAAMCdIF.jpg,0,1,0,1
1.2928710926972068e+18,Thank you for your rancid race-hate against Jews. Claiming Jews buy undue influence from the Government to favour other Jews abroad is ancient antisemitism repackaged inserting 'Israel' instead of 'Jews'. You anti-Zionists are all putrid Nazi style racists.,0,,https://pbs.twimg.com/media/EfEzZ8VWoAoJtTL.jpg,0,2,0,2
1.2931659855167365e+18,"For u are all children of God through faith in Christ Jesus. And all who have been united with Christ in baptism have put on Christ, like putting on new clothes.  There is no longer Jew or Gentile, slave or free, male and female. For u are all one in Christ Jesus. Gal 3:26-28",1,2.0,https://pbs.twimg.com/media/EfI_m5HWAAAIPbN.jpg,1,2,1,2
1.2928319452321871e+18,She needs a,0,,https://pbs.twimg.com/media/EfEPzS_XYAAOhTu.jpg,0,0,0,0
1.2931736032661668e+18,"Not all Jewish people agree that the Mear One mural is obviously and blatantly anti-Semitic: Martin Odoni is one well-known Jewish commentator who says so quite clearly. (Which makes your reference to ""the Jews"" above somewhat awkward, to say the least).  ",0,,https://pbs.twimg.com/media/EfJGgcVXkAENtPz.jpg,0,1,0,1
1.292800523083473e+18,"The conflict started from Yan Haoxiang, the pop star, reading one of Li Zeyan’s voice lines on a live show and commenting“this is so weird lol why would anyone like this” which Li Zeyan fans found rude and disrespectful.",0,,https://pbs.twimg.com/media/EfDzN-RU0AUzEiZ.jpg,0,2,0,2
1.2928465017487073e+18,"In 1928, the communist authorities did not allow him and his wife to attend the wedding of their son, Rabbi Menachem Mendel, to Chaya Mushka the daughter of the sixth Rebbe of Chabad. They celebrated at home with some 300 guests 5/7",0,,https://pbs.twimg.com/media/EfEdCsiXYAAu7R0.jpg,0,1,0,1
1.2914293945825894e+18,Following you here :),0,,https://pbs.twimg.com/media/EewUMBYXkAA-zxf.jpg,0,0,0,0
1.2925541870797455e+18,What's wrong in being a zionist???,0,,https://pbs.twimg.com/media/EfATLn0U8AANJql.jpg,1,0,1,0
1.292212376071176e+18,zionist in my dm’s defending isabel washington. i’m never talking to a white twink again.,1,3.0,https://pbs.twimg.com/media/Ee7cTl0XYAEXQj-.jpg,1,0,1,0
1.2932153012999946e+18,is the embodiment of hatred and the suppression of freedom. They must be proud to be part of a gang of fanatic anti-Zionists and anti-Semites,0,,https://pbs.twimg.com/media/EfJsdRfXoAE-FYM.jpg,0,2,0,2
1.2933510020079944e+18,Survey: Jews attend virtual services less than Christians - Sun Sentinel,1,2.0,https://pbs.twimg.com/media/EfLn4eVUMAAt1zK.jpg,1,2,1,2
1.279080266003292e+18,,0,,https://pbs.twimg.com/media/EcA0tIGXYAEWyTz.jpg,1,0,1,0
1.2931773237101115e+18,"Arabs were massacring Jews in Safed, Tiberius, Jaffa, J’salem &amp; Hebron in 1920s &amp; b4, so what’s the excuse then? It’s all verifiable. It’s not about land or construction, just the total DESTRUCTION of Jews &amp; Israel.  Btw why did Arabs invade themselves 🤔",0,,https://pbs.twimg.com/media/EfJJ6KoU4AE_nwj.jpg,0,2,0,2
1.2933355462956155e+18,akshually the man who killed 6 million Jews is better than this politician who’s tan I don’t like is quite the take,1,3.0,https://pbs.twimg.com/media/EfLZ0t7XYAE1bBA.jpg,1,2,1,2
1.2762501301115085e+18,,0,,https://pbs.twimg.com/media/EbYmrx7XYAcgtgX.jpg,1,0,1,0
1.2776779757150986e+18,Keep the kids occupied with our FREE activity sheets for children.  🦉For Gruffalo Lovers,0,,https://pbs.twimg.com/media/Ebs5WHQWkAAL_FH.jpg,0,2,0,2
1.2932224607253545e+18,Facebook refused to consider these Antisemitic.,0,,https://pbs.twimg.com/media/EfJy-PMXoAIazLQ.jpg,0,1,0,1
1.2880373875877233e+18,How right this is? Anyway we all have shown what we are by now. We'll unite against Satanists &amp; their gangs of Disciples of Devil,0,,https://pbs.twimg.com/media/EeAHLG5XsAA8-8o.jpg,0,0,0,0
1.293250790937596e+18,This is what happens when you are not a Zionist in congress smh,1,0.0,https://pbs.twimg.com/media/EfKMvaPU0AEXJVb.jpg,1,0,1,0
1.2933281292771656e+18,🤪#History #Repeating🤪  ⚠,0,,https://pbs.twimg.com/media/EfLP7mdWkAA9FYQ.jpg,0,0,0,0
1.276162384093229e+18,We’ve passed Dragon School today and recieved our golden stars - just like Zog! 💫 What a wonderful week. #pineconesuhps #goldenstar #zog,0,,https://pbs.twimg.com/media/EbXW6XwXsAcEjHj.jpg,0,0,0,0
1.2798520535362724e+18,"No you're good. Like I said, the friends and family thing helps a lot more than you can imagine.",0,,https://pbs.twimg.com/media/EcLymsuXYAErQUu.jpg,1,2,1,2
1.2920270100349335e+18,"same energy, especially the shorts",0,,https://pbs.twimg.com/media/Ee4zqUwWsAAtOa-.png,0,2,0,2
1.2911632105406505e+18,you shall bear no children,1,3.0,https://pbs.twimg.com/media/EesiGOCXsAQhI3v.jpg,0,2,0,2
1.2931792038741524e+18,"there's no heroic ending for Zionist Jews. You're an apartheid supporting shande, or you're a good Jew. I want to believe and support a just and righteous USA, but at a certain point you gotta look at the cards on the table and come to yr senses.",1,3.0,https://pbs.twimg.com/media/EfJLoekXsAIfKKM.png,1,0,1,0
1.2821645568198164e+18,Have you visited Sherwood Pines yet? We have been following the Zog Trail (formerly The Gruffalo Trail!) deep in the heart of Sherwood Forest!,0,,https://pbs.twimg.com/media/Ecsp3pQX0AAL7XK.jpg,0,0,0,0
1.2932081221782075e+18,How comics are tackling the last taboo: Holocaust humor -,0,,https://pbs.twimg.com/media/EfJl7ufVoAA6Zqi.jpg,0,0,0,0
1.2864047870097613e+18,It wasn't him. He's The Zog,0,,https://pbs.twimg.com/media/Edo6VavUMAA9Wei.jpg,0,0,0,0
1.2770911282575114e+18,Have you visited Sherwood Pines yet? We have been following the Zog Trail (formerly The Gruffalo Trail!) deep in the heart of Sherwood Forest!,0,,https://pbs.twimg.com/media/EbkjnPfX0AUZgIs.jpg,0,0,0,0
1.292673230868709e+18,"I don't think your evaluation of the Hawkins campaign was fair. It's not about Howie it's about transforming the Greens around an explicitly socialist program and party structure. Red/Green revolution style. Plus his biggest competion was a Zionist Rabbi provocateur, thanks Howie",0,,https://pbs.twimg.com/media/EfB_c-rWsAAdgjH.jpg,1,0,1,0
1.276200452825264e+18,This week Reception have been completing maths activities based on the story ‘Zog’.  The children wanted to make their own Zog masks and pretended they were at dragon school. They had flying lessons! More Gingerbread houses too!,0,,https://pbs.twimg.com/media/EbX5KYfXkAMF5OA.jpg,0,0,0,0
1.2932437313705492e+18,"Hazrat Mirza Ghulam Ahmad (as) was the Mujaddid of the 14th Hijra.  Who was informed by Allah swt as the #Promised #Messiah &amp; #mahdi of our time.  Just like the Jews at the time of their Messiah didn't believe Jesus (as), same way majority of the #Muslims haven't believe. #Islam",1,2.0,https://pbs.twimg.com/media/EfKGTXgWoAE2NHn.jpg,1,2,1,2
1.2933162621104947e+18,"..and JEW just sang ""THE CLOSER THAT YOU GET"" literally immediately after typing ""pro-equality"", @taylorswift13!..but..that's crazy, Taylor: the word ""lemons"" was just rapped, followed by ""tiptoes"" at literally the exact time i'm about to tweet about both..but at the exact time.. ",1,3.0,https://pbs.twimg.com/media/EfLIRGjUEAA9eRD.jpg,1,2,1,2
1.2884902791384678e+18,"I HAVE COME TO THE CONCLUSION THERE ARE A LOT OF ILLITERATE PEOPLE AROUND OR PERHAPS THEY ARE ALIENS! ON THIS PARTICULAR PLANET THERE IS ONLY ONE RACE, AND THAT IS CALLED THE “HUMAN RACE”. UNLESS YOU ARE FROM THE PLANET ZOG, OR SIMILAR, AND THOSE ARE INSTANTLY RECOGNISABLE BY",0,,https://pbs.twimg.com/media/EeGi2M1XkAEGVTf.jpg,0,1,0,1
1.2931887984786104e+18,"Looks like it was the anodyne opening to that tweet that was the anomaly, not the Jew hatred at the end.",0,,https://pbs.twimg.com/media/EfJUWnLVAAEiBRE.jpg,1,2,1,2
1.2933289921964933e+18,"I presented Lord Finkelstein's outrageous claims in a fair and accurate way:  Israel can't be criticized, but must be supported without a word of opposition, because Anne Frank died, no matter what it does.",0,,https://pbs.twimg.com/media/EfLT1P5WsAIyYcP.jpg,1,2,1,2
1.2929992621088686e+18,.No history of fakestinians.  Jewish history...,0,,https://pbs.twimg.com/media/EfGn9tsWoAAt-p6.jpg,0,1,0,1
1.2797551384843633e+18,just a bit of fun after yesterday's win with the CrocoGang,0,,https://pbs.twimg.com/media/EcKafuKXkAE8dKt.png,0,0,0,0
1.292933331227738e+18,,1,0.0,https://pbs.twimg.com/media/EfFr_CbXsAEi_hi.png,1,0,1,0
1.2933425483799593e+18,it’s the calling him a zionist when their fav just publicly endorsed one for me.,0,,https://pbs.twimg.com/media/EfLgMSpXkAA1rce.jpg,1,0,1,0
1.293346225345958e+18,"Dozens of secret service agents gathered to protect billionaires, politicians, global influencers &amp; diverse glitterati at the 2019 gala for the Zionist Congress... There were oligarchs from Russia, ambassadors from the Ukraine, &amp; dozens of inner circle investors.",1,0.0,https://pbs.twimg.com/media/EfLjiWbWsAcWdYR.jpg,1,0,1,0
1.2931569866248435e+18,Oh shit. is it twitter-randos-pretending-to-be-Black-Jews season again?,1,3.0,https://pbs.twimg.com/media/EfI2sX_XgAYY8GE.png,1,0,1,0
1.27596118282684e+18,i censor you for #zog,0,,https://pbs.twimg.com/media/EbUf6ZgUEAEqYda.png,0,0,0,0
1.2933694784833413e+18,"What difference does that make now? If today is anything 2 go by irrefutable evidence indicates congress is a Knesset, no separation of dem &amp; rep or lib &amp; lab.. according 2 the Rabbi.. they're united...",1,0.0,https://pbs.twimg.com/media/EfL2AsNUMAU6uZ9.jpg,1,0,1,0
1.29331440640376e+18,In the words of Jewish Zionist song writer Bob Dylan:  “How does it feel?  How does it feel to be on your own With no direction home Like a complete unknown Like a rolling stone?”,1,3.0,https://pbs.twimg.com/media/EfLGdtkX0AEp0mL.jpg,1,0,1,0
1.2922114473181427e+18,zionists being dragged up and down the tl,0,,https://pbs.twimg.com/media/Ee7bdkvXgAMJ38M.jpg,1,0,1,0
1.279885976509309e+18,We had a lovely time writing our versions of Zog by Julia Donaldson last week . . .,0,,https://pbs.twimg.com/media/EcMRgRPXgAA1Y8C.jpg,0,0,0,0
1.281487456148357e+18,Absolutely agree. Money cannot breed because it lacks fecundity.,0,,https://pbs.twimg.com/media/EcjBC9DXgAEWBju.jpg,1,1,1,1
1.2931760816719544e+18,"I get where you're coming from, I just don't think the NoI is the hill to die on. A lot of blacks were racist towards whites back than for good reason.   But NoI is something unique. I'm sure a lot of Germans didn't really like Jews, but looked at the Nazis like.",0,,https://pbs.twimg.com/media/EfJIyx1WkAAWpap.jpg,1,2,1,2
1.2923445068394373e+18,It means America occoupping by Zionists,1,0.0,https://pbs.twimg.com/media/Ee9UeqgXsAAQi0h.jpg,1,0,1,0
1.2764564859967365e+18,"Matilda took so long on the first one because she made sure she jumped on and off every piece of furniture, because she wanted to fly like Zog 🙈😂",0,,https://pbs.twimg.com/media/EbbiZt3UcAApRaI.jpg,0,0,0,0
1.2928463830709576e+18,is castings djinn spell on Brother Qasim !!! @_Islamicat is believe Zionicat puppet Pawris Johnson behind this !!!,0,,https://pbs.twimg.com/media/EfEc7mrWkAAh1YD.jpg,1,0,1,0
1.2932302299184865e+18,"Nonsense. Christians are safer in Syria - or were - before the genocidal regime change proxy war was launched than they are in Apartheid Israel where tens of thousands have been ethnically cleansed. As for Israel, its practices &amp; policies meet the legal definition of #Apartheid.",0,,https://pbs.twimg.com/media/EfJ5BjGWoAEk6yF.png,1,0,1,0
1.2804630579872847e+18,Lots of fun practising flying at Dragon school with Zog today. Our flying is great and we would win the gold star for roaring! ROOOAAARRR!!!⭐️⭐️,0,,https://pbs.twimg.com/media/EcUeWk5XkAEeOXh.jpg,0,0,0,0
1.2888602834531779e+18,"Since the retweet function on your Begin quote is disabled, I’ve  included a screenshot so others can retweet it.",1,3.0,https://pbs.twimg.com/media/EeLzmEaUcAEeZt9.jpg,1,0,1,0
1.2929987586120622e+18,.No history of fakestinians.  Jewish history...,0,,https://pbs.twimg.com/media/EfGnfwYXsAIy5GH.jpg,0,1,0,1
